"","track.id","track.name","track.artist","track.popularity","track.album.id","track.album.name","track.album.release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"207","1tkg4EHVoqnhR6iFEXb60y","What You Know Bout Love","Pop Smoke",85,"7e7t0MCrNDcJZsPwUKjmOc","Shoot For The Stars Aim For The Moon","2020-07-03","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000
"160","4dAMdQ6g4kGmnc1MDHsg77","Shotta Flow","NLE Choppa",64,"4O6AXVdjqdJiGYlEm7fz0o","Shotta Flow","2019-01-17","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013
"321","6HbGKJJqQ67K2TwzOndeTj","I Don't Care","NAV",46,"6VFETcEfjilkAng073KLt9","Perfect Timing","2017-07-21","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.826,0.426,8,-9.426,1,0.238,0.392,1.77e-06,0.172,0.316,121.094,266467
"189","5PTG6rrL6EPFD9E2QMI2pl","JAPAN","Famous Dex",70,"5wCuMMmsjXNZ9yU91sEjf7","Dex Meets Dexter","2018-04-06","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,142000
"394","2XW4DbS6NddZxRPm5rMCeY","God's Plan","Drake",1,"1r0DOIO0iC0bGpMtWRFdde","Scary Hours","2018-01-20","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,198960
"318","4YJmZfvlheSziXem8HBWrj","Still Here","Drake",18,"0G1ffjfFuTUTVjDrVdLimH","Views","2016-05-13","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.833,0.431,0,-9.604,1,0.194,0.0267,0,0.633,0.224,133.938,189853
"178","5gQcxYXqnofyocKgEbGYKt","Bounce Out With That","YBN Nahmir",66,"6l4itLa2SkBAVBASZ2WKFv","YBN: The Mixtape","2018-09-07","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.864,0.664,8,-7.315,1,0.104,0.0476,0,0.0863,0.381,94.932,99108
"125","62G18y3RBPwYAdDyIagPye","Paperchase","namesbliss",21,"4BfjT8lRDIn8xE9tDdLVmd","Paperchase","2021-04-16","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.745,0.694,4,-8.255,0,0.326,0.115,1.49e-05,0.329,0.608,142.863,154405
"72","5R691ipUYRDYW6ehapjoj6","9 5 . s o u t h","J. Cole",75,"4JAvwK4APPArjIsOdGoJXX","The Off-Season","2021-05-14","Rap Workout","37i9dQZF1DX76t638V6CA8","music","rap",0.713,0.793,2,-5.277,1,0.397,0.271,0,0.727,0.203,71.724,196946
"9","4LaGu95Ui2s4vprSQYWUAZ","Bout A Million (feat. 42 Dugg & 21 Savage)","Pop Smoke",81,"2MlT9dGKoGH2hsfcz7UUXL","Faith","2021-07-16","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","music","rap",0.716,0.67,0,-6.995,0,0.101,0.526,0,0.13,0.411,145.043,203586
"334","6kig1UFggPUyZBCvXD3Wod","No Complaints","Metro Boomin",1,"4VXEIoFGEjhFMW7wYAvWSf","No Complaints","2017-06-23","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.913,0.498,2,-10.742,1,0.165,0.0829,0.0369,0.0799,0.217,123.975,261733
"901","7eX3um6NpOQKWJMGCi97XD","Real As It Gets (feat. EST Gee)","Lil Baby",74,"0SO86DCFiwaTqchBpujace","Real As It Gets (feat. EST Gee)","2021-03-04","Rap Workout","37i9dQZF1DX76t638V6CA8","music","rap",0.779,0.705,6,-5.891,0,0.163,0.00471,0,0.0971,0.196,140.005,192804
"99","2saVLAlAsNZ5JrcdztNZAd","Amor Caliente","Lor Sosa",25,"148HTpHsM3e5NwLqaCXAhy","Amor Caliente","2021-04-12","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.921,0.528,5,-6.574,0,0.0693,0.0433,0.000218,0.128,0.556,119.963,192000
"118","7BkuUz1MZWrglXeYvE5JEG","ROCKST17R LIFE","3NIGMA",36,"6vMKvVjk9erUAlzLXzma2S","ROCKST17R LIFE","2020-11-28","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.788,0.742,8,-5.727,0,0.152,0.0144,1.25e-05,0.24,0.462,136.023,120320
"231","7EoSDrwBPUBeBEORrpvgko","Water","Ugly God",57,"0v4EQZn8clJmIKltNv5h0Y","The Booty Tape","2017-08-04","Rap Hits (2010 - 2021)","4riovLwMCrY3q0Cd4e0Sqp","music","rap",0.816,0.245,0,-15.617,0,0.414,0.616,0.000813,0.127,0.187,140.04,138936
"11","1JXBNvlDEl2epKSJ9EOgKX","NOT SOBER (feat. Polo G & Stunna Gambino)","The Kid LAROI",85,"4bZJWQhHKJckFLJuYdvyX2","F*CK LOVE 3: OVER YOU","2021-07-23","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","music","rap",0.671,0.639,2,-6.852,0,0.134,0.0928,0,0.0941,0.385,119.82,216000
"369","3OJq3VFyNrU0INcTwPyjbD","Bali (feat. Nav)","88GLAM",0,"6ltW6zTSQ5LSmhpbtybuZh","88glam","2017-11-07","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.646,0.503,11,-7.218,1,0.0402,0.097,0,0.13,0.509,158.027,185316
"1041","6uFn47ACjqYkc0jADwEdj1","Pop Out (feat. Lil Tjay)","Polo G",79,"26ztFK3E69j5THJQdyxC5w","Die A Legend","2019-06-07","Rap Hits 2015-2021","72kAnCjd59qaVqiQTcDPwD","music","rap",0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560
"3711","5IKOXYnhzrLxqhlI0btiaa","Red Roses (feat. Landon Cube)","Lil Skies",49,"047y12GiVsTCSuYZkmboNM","Red Roses (feat. Landon Cube)","2017-07-15","rAP","2iCm7aXr0p4oT2pEa1ip8x","music","rap",0.599,0.818,9,-4.215,0,0.0881,0.717,1.41e-05,0.228,0.475,140.009,262062
"410","0J1KDL7iu717SK1yr93rRb","4K","Duckwrth",54,"7Ad5KfoMmcEL3FRLRZ7zFa","4K","2021-07-28","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.789,0.628,4,-5.447,0,0.0466,0.025,5.12e-05,0.634,0.401,126.064,187619
"146","48TPQWN8wy8vgJ0rKWM0z3","Under","Pleasure P",47,"0jIA4y3EGDkw8QB5HlLWwK","The Introduction of Marcus Cooper","2009-06-05","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.675,0.678,5,-7.151,0,0.0625,0.202,1.49e-06,0.144,0.474,119.986,231160
"244","0k4d5YPDr1r7FX77VdqWez","You Right","Doja Cat",88,"1nAQbHeOWTfQzbOoFrvndW","Planet Her","2021-06-25","Are & Be","37i9dQZF1DX4SBhb3fqCJd","music","r&b",0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173
"203","1oQQ5pf4hft7C3s75B8fXb","Set It Off","Bryson Tiller",50,"7nn2Iaphg0Vc1NCGULkhVo","True to Self","2017-05-26","R&B<U+0001F31D><U+0001F699>","2XJrbwmOHAaY8Pgy8Q4UUC","music","r&b",0.538,0.507,7,-10.181,0,0.177,0.549,1.11e-06,0.231,0.27,145.967,217200
"506","1XslqSASDWaMZdjhWa7Jb7","Bye bye my blue","Yerin Baek",55,"22qM69DGAvUsSyQfVh8Lgm","Bye bye my blue","2016-06-20","TrenChill K-R&B","37i9dQZF1DXbirtHQBuwCo","music","r&b",0.511,0.539,3,-6.726,1,0.114,0.613,3.16e-06,0.121,0.297,87.702,203410
"446","1RDLbX9L2G4zDqxXCaMJo5","Long Nights","6LACK",63,"37O0Syq7Db1kydzUH8TbwB","6pc Hot EP","2020-06-26","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.744,0.325,3,-9.503,0,0.0642,0.358,1e-06,0.102,0.128,110.063,157021
"2521","3XFY3bKOme4E3QhJqHS1Pi","Leave The Door Open - Live","Bruno Mars",65,"2gGhczmNc2vRIdqV4Rmhxq","Leave The Door Open (Live)","2021-04-01","Are & Be","37i9dQZF1DX4SBhb3fqCJd","music","r&b",0.532,0.683,5,-7.449,1,0.0541,0.351,0,0.984,0.563,147.837,260270
"191","06u5LrUpbosQlQ1QJFhPpG","Drew Barrymore","SZA",73,"76290XdXVF9rPzGdNRWdCh","Ctrl","2017-06-09","R&B Mix","37i9dQZF1EQoqCH7BwIYb7","music","r&b",0.577,0.523,0,-5.538,0,0.0429,0.491,0,0.147,0.29,134.93,231400
"137","1Dx8rIZaXzZPvUQRF2j9hB","Sweet Lady","Tyrese",59,"1srJ4xgMWliQdwquG81ObA","Tyrese","1998-08-31","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,290600
"270","7aJwamBFV2pjHTXUnlDgZb","FWM","Tone Stith",62,"19yDmZ6XifuMc31QkkmRVl","FWM","2021-02-05","Are & Be","37i9dQZF1DX4SBhb3fqCJd","music","r&b",0.615,0.551,7,-6.763,0,0.144,0.285,0.00105,0.109,0.363,142.019,196657
"3931","6YGUGXnqeu7e9D6sAO0GNR","Raindance","MANILA GREY",35,"2wNYSXK9UBfBj5sGYOJpfT","No Saints Loading","2019-11-27","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.495,0.602,1,-7.324,1,0.222,0.827,0,0.117,0.839,75.649,196534
"3361","7Jwwv9Wd0bcnB2J4839dwS","Nuthin' But A 'G' Thang","Snoop Dogg",0,"5kZgCKZRMRRkZWHxXJRNz3","Nuthin' But A G Thang: Snoop Doggy Dogg & Friends","2011-09-11","R&B 2000s Greatest hits","1UQxILdfMFpi4kWrqAw1ux","music","r&b",0.816,0.702,11,-8.055,0,0.284,0.00584,0,0.301,0.675,94.618,235187
"438","0KS2h61pHQ4WmOwruD7uxD","Damage","H.E.R.",68,"2pPGkrEYiHUmqSyg3sAGII","Damage","2020-10-21","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.646,0.696,1,-6.505,1,0.065,0.113,0,0.115,0.18,81.336,223415
"305","2bnDTGikdoO8CwzlAPyBHR","Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)","B.o.B",60,"7apLPYT8szV1IqTxyVSy5P","B.o.B Presents: The Adventures of Bobby Ray","2010-04-27","R&B 2000s Greatest hits","1UQxILdfMFpi4kWrqAw1ux","music","r&b",0.665,0.878,6,-4.745,0,0.206,0.00325,0,0.0663,0.394,93.047,319293
"472","0JL7DoEqAUcOntWmBuOSdh","For You","LeeHi",61,"6hiwkmlOoNm8F3UkAZJcEz","For You","2020-12-16","TrenChill K-R&B","37i9dQZF1DXbirtHQBuwCo","music","r&b",0.588,0.452,7,-7.778,1,0.039,0.724,0,0.107,0.267,83.936,205120
"4981","4QqROKO0RtV5CvxE7g90uw","Cry For Love","BAEKHYUN",62,"5xOx4mWABbTj0qWyZC4q1p","Bambi - The 3rd Mini Album","2021-03-30","TrenChill K-R&B","37i9dQZF1DXbirtHQBuwCo","music","r&b",0.706,0.692,1,-4.084,0,0.0483,0.338,0,0.113,0.526,136.078,210893
"412","5ziNnhZ1hK100fIUvkDZUH","Stars in The Sky (feat. Jhené Aiko)","Phora",55,"0Y7r7Lb6skivwT5LL284AR","With Love 2","2020-11-06","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.62,0.444,4,-10.408,1,0.032,0.412,0,0.113,0.3,96.092,254231
"144","0eJOr5krUsBTTgeytfXekh","Beg For It","Chris Brown",0,"6i3z8Mi2dAmXDtg4RrgBnl","F.A.M.E. (Deluxe Version)","2011-04-04","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.479,0.433,0,-6.878,0,0.0455,0.164,0,0.0732,0.324,58.396,224280
"1601","7AgcqeRnfXaniwk5gJoqO4","Who's","Jacquees",62,"5XvqoBTu1usooqNP49Vo5x","Who's","2019-05-24","R&B<U+0001F31D><U+0001F699>","2XJrbwmOHAaY8Pgy8Q4UUC","music","r&b",0.693,0.573,10,-7.652,0,0.22,0.0142,0,0.0372,0.457,129.931,185893
"600","5Y7dUgG3vyx3541JagbWvv","This Ain't Love","Giveon",57,"1zHR48K6XtWYm6bhrw4J6C","TAKE TIME","2020-03-27","r&b to vibe to at night ","6qG24vjyiKxiKXkgGEhcNu","music","r&b",0.416,0.455,7,-9.911,1,0.0923,0.464,2.05e-05,0.619,0.408,81.735,164967
"298","4UFZomMO7rcLV2c1LaEhVL","Goldie","Sincerest Don",45,"5j7Hguto264NMP1Am2Avrg","Goldie","2021-02-05","R&B 2000s Greatest hits","1UQxILdfMFpi4kWrqAw1ux","music","r&b",0.658,0.746,7,-4.915,1,0.24,0.213,4.09e-05,0.389,0.694,84.626,138945
"93","2a03afRiyAbNAleOByVju4","Get It Shawty","Lloyd",61,"6Lq7nLkIq7C0zVJp0OGSGO","Street Love","2007-01-01","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.822,0.905,5,-4.032,0,0.241,0.123,0,0.0496,0.674,128.014,209533
"123","5cU50IAoAFF7qFWOtdbEjr","I Need a Girl","Trey Songz",56,"44jrX3SThj7pFjOzUTLm85","Ready (Deluxe)","2009-08-31","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.602,0.785,7,-6.129,1,0.0578,0.245,0,0.19,0.565,84.038,214480
"100","2mKouqwAIdQnMP43zxR89r","What's Luv? (feat. Ja-Rule & Ashanti)","Fat Joe",73,"6vMgb2mih3pPiWUxF8VEdI","Jealous Ones Still Envy (J.O.S.E)","2001-12-04","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093
"251","3HKk8Pi3gKREOrlFPDc9eC","Back of My Mind (feat. Ty Dolla $ign)","H.E.R.",62,"577SefILL1LFIbsOMP3lm1","Back of My Mind","2021-06-18","Are & Be","37i9dQZF1DX4SBhb3fqCJd","music","r&b",0.626,0.666,1,-5.88,0,0.323,0.111,0,0.0947,0.612,70.307,221173
"3781","69RcVVgigYIqUQBp3OAHk9","Laneway Girl","Pachinko",35,"07hkTmSRrPpj3o61SKllJ1","Laneway Girl","2021-07-14","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.712,0.362,0,-10.145,0,0.0523,0.336,0,0.127,0.32,122.155,191827
"1271","6jvvpPJQJy5rMOEkLlADl6","Neighbors Know My Name","Trey Songz",58,"44jrX3SThj7pFjOzUTLm85","Ready (Deluxe)","2009-08-31","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,186307
"111","2fXwCWkh6YG5zU1IyvQrbs","Broken Clocks","SZA",74,"76290XdXVF9rPzGdNRWdCh","Ctrl","2017-06-09","R&B Mix","37i9dQZF1EQoqCH7BwIYb7","music","r&b",0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,231253
"326","0I3q5fE6wg7LIfHGngUTnV","Ms. Jackson","Outkast",80,"2tm3Ht61kqqRZtIYsBjxEj","Stankonia","2000-10-31","R&B 2000s Greatest hits","1UQxILdfMFpi4kWrqAw1ux","music","r&b",0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,270507
"190","4ne5HQZKB99ZWMlfacEODq","Slow","Vedo",45,"0iIQUJIfvSw29RxHsfRRnk","From Now On","2017-12-08","R&B<U+0001F31D><U+0001F699>","2XJrbwmOHAaY8Pgy8Q4UUC","music","r&b",0.697,0.456,8,-8.588,1,0.0657,0.0921,0,0.137,0.341,103.026,199028
"234","1yIEiamPoVQGpFsYaImNFY","Inside feat. Trey Songz","Jacquees",51,"03AdJ15pTDdmxry6qkKwlO","4275 (Bonus Version)","2018-09-07","R&B<U+0001F31D><U+0001F699>","2XJrbwmOHAaY8Pgy8Q4UUC","music","r&b",0.71,0.578,11,-5.84,0,0.0604,0.0163,0,0.246,0.512,125.969,248467
"329","4Zq1qPSAWT4lUvhPyf8wC4","Run It! (feat. Juelz Santana)","Chris Brown",0,"4NOKad9mry5ZnAYQIOFhrv","Chris Brown","2005","R&B 2000s Greatest hits","1UQxILdfMFpi4kWrqAw1ux","music","r&b",0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,229867
"28","43PuMrRfbyyuz4QpZ3oAwN","Exchange","Bryson Tiller",76,"6eZdwrhB97A3EYx9QppGfl","T R A P S O U L","2015-10-02","R&B Mix","37i9dQZF1EQoqCH7BwIYb7","music","r&b",0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,194613
"4391","51C5DGEFEGVxvwdI4HHcHf","Shibuya","MANILA GREY",40,"0C3NEeNrQGx9i189EuWglz","Shibuya (feat. azel north)","2020-08-26","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.757,0.553,6,-8.931,0,0.0728,0.145,2.55e-06,0.121,0.391,105.018,168507
"335","5MtbypkYkGoYIhmVat6p0t","Hold My Hand (with Akon)","Michael Jackson",36,"0QhwxYDUougJiVDtyN4Lhm","R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake","2013-06-24","R&B 2000s Greatest hits","1UQxILdfMFpi4kWrqAw1ux","music","r&b",0.606,0.72,1,-5.842,1,0.0374,0.191,0,0.108,0.381,90.017,212227
"555","6PYnUsNEpYC7A4BS2sjw3L","Right Back (feat. A Boogie Wit Da Hoodie)","Khalid",65,"36Mq31otog86NGRflpMmkg","Right Back (feat. A Boogie Wit Da Hoodie)","2019-08-13","r&b to vibe to at night ","6qG24vjyiKxiKXkgGEhcNu","music","r&b",0.786,0.428,5,-10.011,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,255000
"981","7k6IzwMGpxnRghE7YosnXT","Me & U","Cassie",73,"0j1qzjaJmsF1FkcICf3hRu","Cassie (U.S. Version)","2006-08-07","Throwback R&B 90s/00s","7Ll3CWx8VwRan0FFamai5X","music","r&b",0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,192213
"435","5mtRwlxDwMSdbb0BQytoMX","I Tried","Always Never",41,"3JoTaJGZDvwC2qC4Sk1v1s","Shadows in My Home","2020-10-30","R&B Hits 2021","1Os7m597ihMJ4xTohCkZIz","music","r&b",0.619,0.5,9,-9.397,0,0.0344,0.0975,3.21e-06,0.0879,0.114,100.174,175200
"505","4yitm2JyWU6MvIXkVeAzej","Encourage","sogumm",2,"5krAfT1ml81CaLIPDZVwZ9","Encourage","2020-11-26","TrenChill K-R&B","37i9dQZF1DXbirtHQBuwCo","music","r&b",0.579,0.57,4,-6.528,1,0.0558,0.639,0,0.121,0.502,152.032,211093
"606","6cSBm4mtcuFtClN6yDvjQo","Love... (Her Fault) [feat. Bryson Tiller]","Bryson Tiller",57,"0JRDNN0AuZZiwyrOWkNDXC","Wow... That's Crazy","2019-10-11","r&b to vibe to at night ","6qG24vjyiKxiKXkgGEhcNu","music","r&b",0.59,0.598,7,-7.153,1,0.609,0.0697,0,0.112,0.34,156.073,212500
"280","2CVJECHIdpe8otFH0XFI4F","My Front Porch Looking In","Lonestar",57,"6FoiXUlfC8amjO8yqmYZM5","Playlist: The Very Best Of Lonestar","1995","2000s Country","37i9dQZF1DXdxUH6sNtcDe","music","country",0.529,0.811,5,-5.62,1,0.0511,0.0317,0,0.311,0.454,102.703,223573
"159","4uNV7GyGEBZzPDdetEEvhS","Heartless (feat. Morgan Wallen)","Diplo",0,"1qfAEnjx3OGSAYvFWsbnWa","Heartless (feat. Morgan Wallen)","2020-01-31","Country Favourites","37i9dQZF1DX13ZzXoot6Jc","music","country",0.647,0.553,11,-6.35,1,0.0421,0.215,0,0.0728,0.272,110.949,172973
"247","7JMUrvUgRCG7HNEywaQcXj","Somebody’s Problem","Morgan Wallen",61,"6LBPsXUjVuNe9ywLY4xgvX","Dangerous: The Double Album (Bonus)","2021-01-29","Country Summer Vibes<U+0001F920>","7lQu0IRGR1qTjWYdZbbKXE","music","country",0.658,0.538,5,-7.676,1,0.0289,0.657,0,0.123,0.62,136.967,161773
"175","779UN3kabApm2zfqX549vf","when was it over? (feat. Sam Hunt)","Sasha Alex Sloan",72,"3AgZTDS1wwPkLMs2HAcWjG","when was it over? (feat. Sam Hunt)","2021-04-23","Country Favourites","37i9dQZF1DX13ZzXoot6Jc","music","country",0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,218093
"584","712aP3QwYnSpuCYHScgbGn","Heart's In Your Head","Renee Blair",67,"5ymEWtBYleaSuToTcWmasf","Heart's In Your Head","2020-10-23","Hot Country","37i9dQZF1DX1lVhptIYRda","music","country",0.492,0.784,5,-5.158,1,0.0364,0.00403,0.000266,0.115,0.462,175.853,187382
"291","6ej1QJ8eIYmhsyTlvgDajy","Where I Come From","Alan Jackson",58,"26w8J2SKCxa80Bwq6G8ctN","34 Number Ones","2010-11-19","2000s Country","37i9dQZF1DXdxUH6sNtcDe","music","country",0.726,0.631,11,-8.136,0,0.0334,0.22,0,0.193,0.746,124.711,239240
"427","3gyGu4q61wFw4gSPBkkU1P","Honey on My Tongue","Steep Canyon Rangers",44,"7jEF37NiNtivZbr5Ues3QF","Arm in Arm","2020-10-16","Indigo","37i9dQZF1DWUgBy0IJPlHq","music","country",0.409,0.566,0,-6.234,1,0.0347,0.582,3.51e-06,0.11,0.423,181.783,203347
"582","6o0sttjutkWGYefP7OsaYX","I Get That With You","Josh Melton",67,"5GclVHfgWVglhbVOom2TIx","I Get That With You","2021-04-09","Hot Country","37i9dQZF1DX1lVhptIYRda","music","country",0.617,0.802,9,-6.728,1,0.0347,0.0251,0,0.206,0.425,106.011,189387
"591","4QpWhd7l2NrmGmfw4qGlpa","Next Girl","Carly Pearce",71,"6H1IElgVZIcO8HCsj3kAnk","Next Girl","2020-09-04","Hot Country","37i9dQZF1DX1lVhptIYRda","music","country",0.583,0.867,11,-4.17,1,0.0637,0.143,0,0.0863,0.962,160.096,164678
"374","1TKPfF2fvn6gVLVfp3iG4j","I Walk The Line - Single Version","Johnny Cash",49,"1UivGyqPLpky3vtZ2ARHOY","Sings the Songs that Made Him Famous","1958-01-01","Country Mix","37i9dQZF1EQmPV0vrce2QZ","music","country",0.862,0.484,10,-11.183,1,0.0421,0.798,0.00105,0.105,0.787,105.834,163046
"235","3pJkBPHadRAxBBo484RipI","Sixteen","Thomas Rhett",64,"4w5Jvreahp3yvLqc4vCr9I","Life Changes","2017-09-08","Country Summer Vibes<U+0001F920>","7lQu0IRGR1qTjWYdZbbKXE","music","country",0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333
"302","7xoBJ4hih949Jeu5ZfzBai","Gimmie That Girl","Joe Nichols",58,"3zxEHlYXrIXseV7gTl3CQ0","Old Things New","2009","2000s Country","37i9dQZF1DXdxUH6sNtcDe","music","country",0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,185453
"456","54ST44raZeEPHldDpV0x2m","Golden Child","Mercy Bell",28,"3zgi09x1GpxbxjBx087ajX","Golden Child","2021-07-09","Indigo","37i9dQZF1DWUgBy0IJPlHq","music","country",0.43,0.678,0,-4.532,1,0.0311,0.00927,0.429,0.094,0.701,154.87,239137
"368","0NmuYnjETG3u3qx0OmEJev","Lil Bit","Nelly",81,"6aw4FMaYoLmhMZEI5dcq8I","Lil Bit","2020-10-23","Country Mix","37i9dQZF1EQmPV0vrce2QZ","music","country",0.707,0.689,4,-7.097,0,0.0387,0.0255,0,0.383,0.41,119.987,195962
"130","77Bt2DXJE1R1qsnm4D10Ox","Breakups","Seaforth",70,"59PZ1sBuiJjiLLL5qCvoua","Breakups","2021-01-14","Country Favourites","37i9dQZF1DX13ZzXoot6Jc","music","country",0.531,0.552,1,-5.945,1,0.0309,0.436,0,0.0786,0.328,74.931,223129
"431","1vpiutisvVInbnpeVDkALo","Old Enough to Know","Blackberry Smoke",42,"4RTNA0EiZA2ZXkJnX6mt7g","You Hear Georgia","2021-05-28","Indigo","37i9dQZF1DWUgBy0IJPlHq","music","country",0.549,0.31,9,-11.092,1,0.0324,0.849,9.04e-05,0.102,0.184,73.053,208856
"248","1jtL6s91qY9BF0gIZoS6gq","More Surprised Than Me","Morgan Wallen",60,"6LBPsXUjVuNe9ywLY4xgvX","Dangerous: The Double Album (Bonus)","2021-01-29","Country Summer Vibes<U+0001F920>","7lQu0IRGR1qTjWYdZbbKXE","music","country",0.516,0.748,6,-6.049,1,0.0289,0.241,0,0.123,0.433,85.004,157440
